Supermarket,Product_ID,Price
PARKNSHOP,P000000396,14
JASONS,P000000396,25
AEON,P000000396,15
PARKNSHOP,P000000393,14
WELLCOME,P000000939,17
PARKNSHOP,P000000939,12.9
JASONS,P000000939,17
AEON,P000000939,14.5
WELLCOME,P000000658,7.5
PARKNSHOP,P000000658,6.9
JASONS,P000000658,7.5
WELLCOME,P000000058,7.5
PARKNSHOP,P000000058,6.9
JASONS,P000000058,7.5
WELLCOME,P000001872,5
PARKNSHOP,P000001872,5.2
JASONS,P000001872,4.5
AEON,P000001872,4.9
WELLCOME,P000000014,5
PARKNSHOP,P000000014,5.4
JASONS,P000000014,4.5
WELLCOME,P000001590,5
PARKNSHOP,P000001590,4.9
JASONS,P000001590,5
AEON,P000001590,4.9
DCHFOOD,P000001590,5
WELLCOME,P000000015,5
PARKNSHOP,P000000015,3.9
JASONS,P000000015,5
AEON,P000000015,4.1
DCHFOOD,P000000015,5
WELLCOME,P000000302,16
PARKNSHOP,P000000302,16.9
JASONS,P000000302,16
WELLCOME,P000001128,16
PARKNSHOP,P000001128,13.2
JASONS,P000001128,16
PARKNSHOP,P000003472,6.8
AEON,P000003472,4.9
WELLCOME,P000000148,28
PARKNSHOP,P000000148,21.9
JASONS,P000000148,23.8
WELLCOME,P000000310,28
PARKNSHOP,P000000310,21.9
JASONS,P000000310,28
AEON,P000000310,26.5
WELLCOME,P000000389,6.5
JASONS,P000000389,6.5
AEON,P000002352,24.9
WELLCOME,P000002353,33.7
PARKNSHOP,P000002353,15.9
JASONS,P000002353,31
AEON,P000002353,28.5
PARKNSHOP,P000003234,7
WELLCOME,P000000186,8
PARKNSHOP,P000000186,10.4
JASONS,P000000186,8
WELLCOME,P000000307,31.7
PARKNSHOP,P000000307,22.2
JASONS,P000000307,30
AEON,P000000307,20.9
WELLCOME,P000000660,8
PARKNSHOP,P000000660,9.5
JASONS,P000000660,8
AEON,P000000660,8.9
WELLCOME,P000002159,8
PARKNSHOP,P000002159,9.5
JASONS,P000002159,8
AEON,P000002159,8.9
WELLCOME,P000000069,8.8
PARKNSHOP,P000000069,8.4
JASONS,P000000069,8
AEON,P000000069,8.9
WELLCOME,P000000304,10
PARKNSHOP,P000000304,10.5
JASONS,P000000304,10
WELLCOME,P000000309,6
PARKNSHOP,P000000309,8.3
JASONS,P000000309,6
WELLCOME,P000000394,8
PARKNSHOP,P000000394,8
JASONS,P000000394,8
WELLCOME,P000000311,8
PARKNSHOP,P000000311,6.7
JASONS,P000000311,8
AEON,P000000311,6.9
PARKNSHOP,P000001324,11.9
PARKNSHOP,P000001163,13.8
PARKNSHOP,P000001162,12
WELLCOME,P000000661,8
PARKNSHOP,P000000661,11
JASONS,P000000661,8
AEON,P000000661,7
PARKNSHOP,P000001161,10.9
WELLCOME,P000000047,8
JASONS,P000000047,7.1
AEON,P000000047,3
WELLCOME,P000003235,15
PARKNSHOP,P000003235,15.4
JASONS,P000003235,15
AEON,P000003235,13
WELLCOME,P000003126,13
PARKNSHOP,P000003126,13.2
JASONS,P000003126,13
AEON,P000003126,12
WELLCOME,P000003125,16
PARKNSHOP,P000003125,10.8
JASONS,P000003125,14.1
AEON,P000003125,11.9
PARKNSHOP,P000000395,10.1
AEON,P000000395,12.9
PARKNSHOP,P000000177,17.1
WELLCOME,P000003492,10.6
PARKNSHOP,P000003492,13.6
JASONS,P000003492,12.5
PARKNSHOP,P000003315,11
PARKNSHOP,P000003739,22
AEON,P000003739,16.9
WELLCOME,P000001159,19.9
PARKNSHOP,P000001159,17.6
JASONS,P000001159,19.9
DCHFOOD,P000001159,19.9
WELLCOME,P000000824,19.9
PARKNSHOP,P000000824,22.8
JASONS,P000000824,17
AEON,P000000824,19.2
AEON,P000001135,14.9
AEON,P000001134,16.8
PARKNSHOP,P000002698,18.8
AEON,P000002698,11.7
WELLCOME,P000001313,22
PARKNSHOP,P000001313,36.3
JASONS,P000001313,22
WELLCOME,P000001273,24
PARKNSHOP,P000001273,26.5
JASONS,P000001273,29
AEON,P000001273,24
WELLCOME,P000001275,23.9
PARKNSHOP,P000001275,26.5
JASONS,P000001275,23.6
PARKNSHOP,P000002762,18.9
WELLCOME,P000003905,18
JASONS,P000003905,16
PARKNSHOP,P000002764,19.5
AEON,P000002764,14.9
WELLCOME,P000002767,37
PARKNSHOP,P000002767,26.9
JASONS,P000002767,30.5
WELLCOME,P000000942,19.9
JASONS,P000000942,19.9
AEON,P000000942,24
WELLCOME,P000001628,19.9
PARKNSHOP,P000001628,15
JASONS,P000001628,21.7
AEON,P000001628,24
WELLCOME,P000002765,19.9
PARKNSHOP,P000002765,19.9
JASONS,P000002765,19.9
AEON,P000002765,19.9
PARKNSHOP,P000001627,21.4
AEON,P000001627,21.9
AEON,P000001626,18
PARKNSHOP,P000002520,26.5
PARKNSHOP,P000002766,26.5
PARKNSHOP,P000002761,27.9
AEON,P000002761,34
WELLCOME,P000000088,12.5
PARKNSHOP,P000000088,12.5
JASONS,P000000088,12.5
AEON,P000000088,13
PARKNSHOP,P000002225,10.5
AEON,P000002225,8.8
WELLCOME,P000000152,18.5
PARKNSHOP,P000000152,15.1
JASONS,P000000152,18.5
AEON,P000000152,18.9
WELLCOME,P000000665,21
PARKNSHOP,P000000665,19.8
JASONS,P000000665,21
WELLCOME,P000002963,26.6
PARKNSHOP,P000002963,22.8
JASONS,P000002963,30
AEON,P000002963,18.9
WELLCOME,P000000663,12.9
PARKNSHOP,P000000663,20.9
JASONS,P000000663,11.2
AEON,P000000663,11.9
WELLCOME,P000000664,10.5
PARKNSHOP,P000000664,9.9
JASONS,P000000664,9
AEON,P000000664,9.9
WELLCOME,P000000103,13
PARKNSHOP,P000000103,9.8
JASONS,P000000103,13
WELLCOME,P000001799,11.9
PARKNSHOP,P000001799,10.9
JASONS,P000001799,9.1
AEON,P000001799,8.1
WELLCOME,P000002830,28.5
PARKNSHOP,P000002830,28
JASONS,P000002830,28.5
WELLCOME,P000002827,20.2
PARKNSHOP,P000002827,16.9
JASONS,P000002827,25
WELLCOME,P000002826,10.1
PARKNSHOP,P000002826,11.9
JASONS,P000002826,13
WELLCOME,P000002809,40
PARKNSHOP,P000002809,40
JASONS,P000002809,40
WELLCOME,P000000411,33.9
PARKNSHOP,P000000411,48
JASONS,P000000411,25.9
WELLCOME,P000002828,27
PARKNSHOP,P000002828,18.9
JASONS,P000002828,27
PARKNSHOP,P000002472,10.9
WELLCOME,P000002807,11.1
PARKNSHOP,P000002807,14
JASONS,P000002807,12.5
AEON,P000002807,13
WELLCOME,P000000072,13
PARKNSHOP,P000000072,11.9
JASONS,P000000072,13
AEON,P000000072,9
WELLCOME,P000001944,12.8
PARKNSHOP,P000001944,16.9
JASONS,P000001944,15
AEON,P000001944,9.9
WELLCOME,P000001623,11.7
PARKNSHOP,P000001623,14.9
JASONS,P000001623,12.1
AEON,P000001623,15.9
WELLCOME,P000002473,14
PARKNSHOP,P000002473,12.9
JASONS,P000002473,14
AEON,P000002473,11.2
PARKNSHOP,P000002832,8.5
WELLCOME,P000001800,13.9
PARKNSHOP,P000001800,12.9
JASONS,P000001800,11.7
WELLCOME,P000001136,11.2
PARKNSHOP,P000001136,12.9
JASONS,P000001136,13
AEON,P000001136,10
WELLCOME,P000001141,17.9
PARKNSHOP,P000001141,16.9
JASONS,P000001141,17.9
AEON,P000001141,10
WELLCOME,P000001142,30
PARKNSHOP,P000001142,29.9
JASONS,P000001142,30
WELLCOME,P000001716,16.3
PARKNSHOP,P000001716,19.9
JASONS,P000001716,20
WELLCOME,P000000071,24.9
PARKNSHOP,P000000071,22.9
JASONS,P000000071,24.9
AEON,P000000071,22.9
WELLCOME,P000000813,40
PARKNSHOP,P000000813,30.6
JASONS,P000000813,40
AEON,P000000813,39.9
WELLCOME,P000001710,25
PARKNSHOP,P000001710,23.9
JASONS,P000001710,25
PARKNSHOP,P000002475,16.5
WELLCOME,P000000720,22
PARKNSHOP,P000000720,28.9
JASONS,P000000720,22
WELLCOME,P000000708,20
PARKNSHOP,P000000708,16.9
JASONS,P000000708,15.2
AEON,P000000708,13.8
PARKNSHOP,P000002574,38.9
PARKNSHOP,P000002573,38.9
AEON,P000002573,42.9
WELLCOME,P000002710,28
PARKNSHOP,P000002710,22.3
JASONS,P000002710,28
AEON,P000002710,24.9
WELLCOME,P000002572,56
PARKNSHOP,P000002572,64.1
JASONS,P000002572,45.6
AEON,P000002572,56
WELLCOME,P000002571,56
PARKNSHOP,P000002571,56
JASONS,P000002571,56
AEON,P000002571,56
WELLCOME,P000002602,90.8
PARKNSHOP,P000002602,73.5
JASONS,P000002602,105
AEON,P000002602,107.9
PARKNSHOP,P000002568,9.4
PARKNSHOP,P000002569,15.9
WELLCOME,P000002608,13
PARKNSHOP,P000002608,10.9
JASONS,P000002608,12
PARKNSHOP,P000002607,21.9
WELLCOME,P000000715,23
PARKNSHOP,P000000715,14.9
JASONS,P000000715,23
AEON,P000000715,14.9
WELLCOME,P000000717,21.8
PARKNSHOP,P000000717,16.9
JASONS,P000000717,19
WELLCOME,P000000716,15.5
PARKNSHOP,P000000716,16.9
JASONS,P000000716,14.5
AEON,P000000716,16.9
PARKNSHOP,P000002570,16.5
WELLCOME,P000001098,21
PARKNSHOP,P000001098,19.9
JASONS,P000001098,17.2
AEON,P000001098,21.9
PARKNSHOP,P000001701,16.5
WELLCOME,P000000719,17
PARKNSHOP,P000000719,15.1
JASONS,P000000719,17
AEON,P000000719,15.3
WELLCOME,P000000714,21.9
PARKNSHOP,P000000714,18.2
JASONS,P000000714,23.2
AEON,P000000714,18.3
WELLCOME,P000000713,19.5
PARKNSHOP,P000000713,16
JASONS,P000000713,19.5
WELLCOME,P000000710,15.8
PARKNSHOP,P000000710,16.9
JASONS,P000000710,18
WELLCOME,P000001401,10.7
PARKNSHOP,P000001401,13
JASONS,P000001401,13.5
AEON,P000001401,13
WELLCOME,P000000783,10.5
PARKNSHOP,P000000783,11.5
JASONS,P000000783,8.3
AEON,P000000783,7.5
WELLCOME,P000001402,21.5
PARKNSHOP,P000001402,18.2
JASONS,P000001402,21.5
AEON,P000001402,16.9
WELLCOME,P000000044,10.2
PARKNSHOP,P000000044,12
JASONS,P000000044,12
WELLCOME,P000000705,24.5
PARKNSHOP,P000000705,27.5
JASONS,P000000705,24.5
WELLCOME,P000002560,27
PARKNSHOP,P000002560,23.4
JASONS,P000002560,27
WELLCOME,P000002559,16
PARKNSHOP,P000002559,13.5
JASONS,P000002559,13.3
AEON,P000002559,13.5
WELLCOME,P000003891,20
JASONS,P000003891,15.3
WELLCOME,P000003894,24.6
JASONS,P000003894,16.5
WELLCOME,P000002540,19
PARKNSHOP,P000002540,17.9
JASONS,P000002540,16.4
WELLCOME,P000002541,16
PARKNSHOP,P000002541,13.8
JASONS,P000002541,16
WELLCOME,P000003522,28.8
PARKNSHOP,P000003522,36.9
JASONS,P000003522,35
DCHFOOD,P000003522,24
WELLCOME,P000003503,20
PARKNSHOP,P000003503,13.1
JASONS,P000003503,20
PARKNSHOP,P000003236,29.5
WELLCOME,P000004313,26
JASONS,P000004313,34
WELLCOME,P000004329,22.2
JASONS,P000004329,26
WELLCOME,P000004322,26.1
JASONS,P000004322,25.6
WELLCOME,P000003896,26
JASONS,P000003896,23.4
WELLCOME,P000003895,34
JASONS,P000003895,34
WELLCOME,P000003897,26
JASONS,P000003897,26
WELLCOME,P000003899,34
JASONS,P000003899,34
WELLCOME,P000004321,31
JASONS,P000004321,31
WELLCOME,P000003898,34
JASONS,P000003898,34
WELLCOME,P000003157,21
PARKNSHOP,P000003157,19.8
JASONS,P000003157,21
AEON,P000003157,19.9
WELLCOME,P000003159,36
JASONS,P000003159,36
WELLCOME,P000003158,27
PARKNSHOP,P000003158,23.7
JASONS,P000003158,27
AEON,P000003158,22.9
WELLCOME,P000003493,42.5
PARKNSHOP,P000003493,31.1
JASONS,P000003493,42.5
WELLCOME,P000003160,42
PARKNSHOP,P000003160,39
JASONS,P000003160,35.3
WELLCOME,P000004325,18.1
JASONS,P000004325,22.5
WELLCOME,P000003893,25
JASONS,P000003893,25
WELLCOME,P000004314,27
JASONS,P000004314,27
WELLCOME,P000003892,19
JASONS,P000003892,20.2
WELLCOME,P000001874,22
PARKNSHOP,P000001874,11.5
JASONS,P000001874,22
WELLCOME,P000004939,30
JASONS,P000004939,30
WELLCOME,P000001227,22
PARKNSHOP,P000001227,33.1
JASONS,P000001227,22
PARKNSHOP,P000000722,17.9
WELLCOME,P000001684,16.9
PARKNSHOP,P000001684,15.9
JASONS,P000001684,16.9
WELLCOME,P00001864,24
PARKNSHOP,P00001864,23.9
JASONS,P00001864,24
AEON,P00001864,22
WELLCOME,P000000711,20
PARKNSHOP,P000000711,16.9
JASONS,P000000711,16.8
WELLCOME,P000000709,13.5
PARKNSHOP,P000000709,16.9
JASONS,P000000709,13.7
AEON,P000000709,16.9
WELLCOME,P000001736,16
PARKNSHOP,P000001736,18.9
JASONS,P000001736,17.8
AEON,P000001736,14.9
WELLCOME,P000000707,22.3
PARKNSHOP,P000000707,27.9
JASONS,P000000707,28
WELLCOME,P000000712,15
PARKNSHOP,P000000712,15.9
JASONS,P000000712,15
AEON,P000000712,11.5
WELLCOME,P000001099,17.5
PARKNSHOP,P000001099,16
JASONS,P000001099,20
AEON,P000001099,13.9
WELLCOME,P000001885,23.5
PARKNSHOP,P000001885,23.5
JASONS,P000001885,23.5
WELLCOME,P000000533,23.2
PARKNSHOP,P000000533,24.9
JASONS,P000000533,27.9
WELLCOME,P000003462,30.7
PARKNSHOP,P000003462,34.5
JASONS,P000003462,36
PARKNSHOP,P000003271,35.9
AEON,P000003465,60
PARKNSHOP,P000003274,43.9
PARKNSHOP,P000003273,43.3
WELLCOME,P000004308,32
JASONS,P000004308,32
WELLCOME,P000004334,16
JASONS,P000004334,17.4
WELLCOME,P000004319,18
JASONS,P000004319,18
WELLCOME,P000004333,10.9
JASONS,P000004333,13
WELLCOME,P000004332,11
JASONS,P000004332,11.8
WELLCOME,P000004318,32
JASONS,P000004318,32
WELLCOME,P000004335,16
JASONS,P000004335,16
PARKNSHOP,P000003272,76.9
WELLCOME,P000003111,43.3
PARKNSHOP,P000003111,39.9
JASONS,P000003111,40
PARKNSHOP,P000002105,16.6
AEON,P000002105,14.5
WELLCOME,P000002106,12
PARKNSHOP,P000002106,16.6
JASONS,P000002106,12
AEON,P000002106,12.9
PARKNSHOP,P000002107,16.6
AEON,P000002107,14.5
WELLCOME,P000001360,8
PARKNSHOP,P000001360,9.5
JASONS,P000001360,8
AEON,P000001360,8
WELLCOME,P000001675,8
PARKNSHOP,P000001675,9.5
JASONS,P000001675,8
AEON,P000001675,8
PARKNSHOP,P000000387,22.9
AEON,P000000387,23
WELLCOME,P000003698,12
JASONS,P000003698,10.6
PARKNSHOP,P000001735,7
AEON,P000001735,7.9
PARKNSHOP,P000000029,14.9
AEON,P000000029,16.9
WELLCOME,P000003128,25.5
PARKNSHOP,P000003128,25.5
JASONS,P000003128,25.5
DCHFOOD,P000003128,25
WELLCOME,P000001035,13
PARKNSHOP,P000001035,12.9
JASONS,P000001035,13
WELLCOME,P000000234,26
PARKNSHOP,P000000234,25.9
JASONS,P000000234,28.9
AEON,P000000234,22.5
WELLCOME,P000002288,30
PARKNSHOP,P000002288,26.2
JASONS,P000002288,30
WELLCOME,P000002999,33
PARKNSHOP,P000002999,32.9
JASONS,P000002999,27.1
AEON,P000002999,37.8
WELLCOME,P000003237,15.5
PARKNSHOP,P000003237,15.9
JASONS,P000003237,16.5
WELLCOME,P000001676,24
PARKNSHOP,P000001676,20.2
JASONS,P000001676,20.2
WELLCOME,P000001056,13.9
JASONS,P000001056,16.9
PARKNSHOP,P000003305,48
WELLCOME,P000003306,29
JASONS,P000003306,33.2
WELLCOME,P000004316,31
JASONS,P000004316,31
WELLCOME,P000004306,17.6
JASONS,P000004306,20
WELLCOME,P000003685,5.8
JASONS,P000003685,5
PARKNSHOP,P000002733,22.6
PARKNSHOP,P000002738,19.7
WELLCOME,P000002735,37
PARKNSHOP,P000002735,37
JASONS,P000002735,37
AEON,P000002735,41.9
PARKNSHOP,P000002736,30
AEON,P000002736,43.8
WELLCOME,P000004310,25
JASONS,P000004310,25
WELLCOME,P000004311,6.5
JASONS,P000004311,6.5
WELLCOME,P000004312,12
JASONS,P000004312,12
WELLCOME,P000004307,24
JASONS,P000004307,18.5
WELLCOME,P000003687,6.5
JASONS,P000003687,6.5
WELLCOME,P000001294,10.9
PARKNSHOP,P000001294,9.9
JASONS,P000001294,8.8
WELLCOME,P000001664,19
PARKNSHOP,P000001664,19
JASONS,P000001664,19
AEON,P000001664,18
WELLCOME,P000001665,18.9
PARKNSHOP,P000001665,18
JASONS,P000001665,18.9
AEON,P000001665,18.2
WELLCOME,P000001094,10
PARKNSHOP,P000001094,13.8
JASONS,P000001094,10
WELLCOME,P000000814,8
PARKNSHOP,P000000814,7.9
JASONS,P000000814,8
AEON,P000000814,6.1
DCHFOOD,P000000814,7
WELLCOME,P000001093,10
PARKNSHOP,P000001093,10.5
JASONS,P000001093,10.9
AEON,P000001093,9
PARKNSHOP,P000002740,15.2
WELLCOME,P000001621,8
PARKNSHOP,P000001621,7.9
JASONS,P000001621,8
AEON,P000001621,6.5
WELLCOME,P000000243,14
PARKNSHOP,P000000243,13.9
JASONS,P000000243,14
AEON,P000000243,10.7
WELLCOME,P000003909,6
JASONS,P000003909,6
WELLCOME,P000003910,10
JASONS,P000003910,10
WELLCOME,P000001886,10
PARKNSHOP,P000001886,9.9
JASONS,P000001886,10
WELLCOME,P000001881,47.4
PARKNSHOP,P000001881,55.5
JASONS,P000001881,60
PARKNSHOP,P000001010,23.5
AEON,P000001010,12.5
PARKNSHOP,P000000985,18.5
AEON,P000000985,10
WELLCOME,P000003313,17
PARKNSHOP,P000003313,19.9
JASONS,P000003313,17
AEON,P000003313,19.3
WELLCOME,P000000236,10.6
PARKNSHOP,P000000236,10.6
JASONS,P000000236,11
AEON,P000000236,6.5
WELLCOME,P000003233,17
PARKNSHOP,P000003233,14.9
JASONS,P000003233,13.5
AEON,P000003233,10.7
PARKNSHOP,P000002337,19.5
WELLCOME,P000004326,18
JASONS,P000004326,18
WELLCOME,P000002343,37.5
PARKNSHOP,P000002343,42.5
JASONS,P000002343,31.1
AEON,P000002343,28.5
WELLCOME,P000002403,40
JASONS,P000002403,34.2
AEON,P000002403,32.7
WELLCOME,P000002737,23
PARKNSHOP,P000002737,28.9
JASONS,P000002737,25.8
WELLCOME,P000002334,44.5
PARKNSHOP,P000002334,53
JASONS,P000002334,44.5
AEON,P000002334,44.5
PARKNSHOP,P000002344,18.5
WELLCOME,P000002342,37.5
PARKNSHOP,P000002342,31.5
JASONS,P000002342,37.5
AEON,P000002342,28.5
WELLCOME,P000002734,23
PARKNSHOP,P000002734,28.9
JASONS,P000002734,23
WELLCOME,P000002197,25.9
PARKNSHOP,P000002197,30.5
JASONS,P000002197,25.9
WELLCOME,P000002348,44
JASONS,P000002348,44
WELLCOME,P000002347,33.4
PARKNSHOP,P000002347,45.9
JASONS,P000002347,31.9
WELLCOME,P000002331,33
PARKNSHOP,P000002331,32.9
JASONS,P000002331,33
AEON,P000002331,29.9
WELLCOME,P000001880,15.9
JASONS,P000001880,12.6
PARKNSHOP,P000002717,8.9
WELLCOME,P000000085,23
PARKNSHOP,P000000085,18.8
JASONS,P000000085,23
WELLCOME,P000000820,23
PARKNSHOP,P000000820,18.8
JASONS,P000000820,23
WELLCOME,P000000087,19.4
PARKNSHOP,P000000087,15.9
JASONS,P000000087,26.1
PARKNSHOP,P000003317,30
PARKNSHOP,P000001724,17.8
WELLCOME,P000000398,18.9
PARKNSHOP,P000000398,18.8
JASONS,P000000398,18.9
WELLCOME,P000000819,18.9
PARKNSHOP,P000000819,14.8
JASONS,P000000819,18.9
WELLCOME,P000000399,18.9
PARKNSHOP,P000000399,18.8
JASONS,P000000399,15
WELLCOME,P000000511,18.9
PARKNSHOP,P000000511,14.1
JASONS,P000000511,18.9
WELLCOME,P000000012,16.7
PARKNSHOP,P000000012,14.5
JASONS,P000000012,18.9
WELLCOME,P000000011,15.8
PARKNSHOP,P000000011,18.8
JASONS,P000000011,18.9
WELLCOME,P000001936,11.9
PARKNSHOP,P000001936,9
JASONS,P000001936,9.1
WELLCOME,P000000400,18.9
PARKNSHOP,P000000400,18.8
JASONS,P000000400,18.9
WELLCOME,P000000512,15.2
PARKNSHOP,P000000512,18.8
JASONS,P000000512,18.9
WELLCOME,P000001167,18.9
PARKNSHOP,P000001167,18.8
JASONS,P000001167,18.9
WELLCOME,P000002224,24.9
PARKNSHOP,P000002224,24.5
JASONS,P000002224,24.9
WELLCOME,P000000405,20
PARKNSHOP,P000000405,20
JASONS,P000000405,20
WELLCOME,P000000403,20
PARKNSHOP,P000000403,20
JASONS,P000000403,21.1
WELLCOME,P000000404,20
PARKNSHOP,P000000404,20
JASONS,P000000404,20
PARKNSHOP,P000000402,27
PARKNSHOP,P000000198,27
WELLCOME,P000000485,16.1
PARKNSHOP,P000000485,25.9
JASONS,P000000485,19.9
WELLCOME,P000000092,27.9
PARKNSHOP,P000000092,19
JASONS,P000000092,31.5
WELLCOME,P000000759,24.7
PARKNSHOP,P000000759,19
JASONS,P000000759,27.9
WELLCOME,P000000760,27.9
PARKNSHOP,P000000760,19
JASONS,P000000760,27.9
WELLCOME,P000003810,15
JASONS,P000003810,15
WELLCOME,P000004438,40
JASONS,P000004438,40
WELLCOME,P000003805,40
JASONS,P000003805,40
WELLCOME,P000003809,40
JASONS,P000003809,40
WELLCOME,P000003804,40
JASONS,P000003804,33.4
WELLCOME,P000003808,40
JASONS,P000003808,40
WELLCOME,P000003803,15
JASONS,P000003803,15
WELLCOME,P000004407,27
JASONS,P000004407,30.9
WELLCOME,P000004434,15.4
JASONS,P000004434,22.5
WELLCOME,P000003806,20
JASONS,P000003806,16.4
WELLCOME,P000004437,22.8
JASONS,P000004437,23.4
WELLCOME,P000004436,27
JASONS,P000004436,27
WELLCOME,P000003814,16.5
JASONS,P000003814,20
WELLCOME,P000004423,15
JASONS,P000004423,15
WELLCOME,P000003813,23
JASONS,P000003813,23
WELLCOME,P000003807,20
JASONS,P000003807,15.1
WELLCOME,P000003815,19
JASONS,P000003815,20.6
WELLCOME,P000003811,15
JASONS,P000003811,15
WELLCOME,P000003723,80
PARKNSHOP,P000003723,88.9
JASONS,P000003723,80
WELLCOME,P000000543,34
PARKNSHOP,P000000543,36.8
JASONS,P000000543,34
WELLCOME,P000000544,26.5
PARKNSHOP,P000000544,33.9
JASONS,P000000544,29.8
WELLCOME,P000004338,30
JASONS,P000004338,30
WELLCOME,P000004341,24.8
JASONS,P000004341,30
WELLCOME,P000004337,30
JASONS,P000004337,30
PARKNSHOP,P000002045,104.8
WELLCOME,P000002265,34
PARKNSHOP,P000002265,37.8
JASONS,P000002265,34
PARKNSHOP,P000002044,122.9
WELLCOME,P000004082,21
JASONS,P000004082,16
PARKNSHOP,P000001107,67.8
PARKNSHOP,P000001110,58.5
WELLCOME,P000000641,27.2
PARKNSHOP,P000000641,33.9
JASONS,P000000641,34
PARKNSHOP,P000001304,78.9
WELLCOME,P000000132,25.2
PARKNSHOP,P000000132,29.9
JASONS,P000000132,32.4
WELLCOME,P000004081,32
JASONS,P000004081,32
WELLCOME,P000004080,22.4
JASONS,P000004080,21
WELLCOME,P000002431,55
JASONS,P000002431,55
JASONS,P000003725,40
WELLCOME,P000002614,19.6
PARKNSHOP,P000002614,26
JASONS,P000002614,22
WELLCOME,P000000532,22
PARKNSHOP,P000000532,17
JASONS,P000000532,25
WELLCOME,P000000529,26.4
PARKNSHOP,P000000529,17
JASONS,P000000529,25
WELLCOME,P000003724,49.9
PARKNSHOP,P000003724,59.9
JASONS,P000003724,49.9
PARKNSHOP,P000003726,39
WELLCOME,P000004419,20
JASONS,P000004419,20
WELLCOME,P000004422,17.4
JASONS,P000004422,20
WELLCOME,P000004439,14
JASONS,P000004439,14
WELLCOME,P000004424,20
JASONS,P000004424,20
WELLCOME,P000003497,23
PARKNSHOP,P000003497,24.9
JASONS,P000003497,24.7
WELLCOME,P000000197,23
PARKNSHOP,P000000197,24.9
JASONS,P000000197,23
WELLCOME,P000000473,23
PARKNSHOP,P000000473,24.9
JASONS,P000000473,23
WELLCOME,P000000020,15.9
PARKNSHOP,P000000020,15.9
JASONS,P000000020,15.9
WELLCOME,P000003086,35.1
PARKNSHOP,P000003086,36
JASONS,P000003086,40
WELLCOME,P000003499,55
JASONS,P000003499,55
PARKNSHOP,P000003498,58
WELLCOME,P000004428,17
JASONS,P000004428,17
WELLCOME,P000003440,17.6
PARKNSHOP,P000003440,13.4
JASONS,P000003440,15.3
AEON,P000003440,17.9
WELLCOME,P000000823,14
PARKNSHOP,P000000823,14
JASONS,P000000823,14
AEON,P000000823,11
WELLCOME,P000000491,18
PARKNSHOP,P000000491,17
JASONS,P000000491,18
WELLCOME,P000002423,7.6
PARKNSHOP,P000002423,10
JASONS,P000002423,10
AEON,P000002423,11.9
WELLCOME,P000003438,11
PARKNSHOP,P000003438,8.8
JASONS,P000003438,11
WELLCOME,P000003439,10
PARKNSHOP,P000003439,10
JASONS,P000003439,10
AEON,P000003439,11.9
WELLCOME,P000003319,14
PARKNSHOP,P000003319,14
JASONS,P000003319,11.4
AEON,P000003319,15
PARKNSHOP,P000000354,11.3
AEON,P000000354,14
WELLCOME,P000000171,10
PARKNSHOP,P000000171,10
JASONS,P000000171,11.4
AEON,P000000171,11.9
WELLCOME,P000000977,9.6
PARKNSHOP,P000000977,8.5
JASONS,P000000977,8.5
WELLCOME,P000000002,27.3
PARKNSHOP,P000000002,35.5
JASONS,P000000002,24.3
WELLCOME,P000003437,32
PARKNSHOP,P000003437,31.9
JASONS,P000003437,32
WELLCOME,P000000515,32.3
PARKNSHOP,P000000515,40
JASONS,P000000515,40
AEON,P000000515,45
WELLCOME,P000000027,43.5
PARKNSHOP,P000000027,46
JASONS,P000000027,51
WELLCOME,P000000413,34.7
PARKNSHOP,P000000413,40
JASONS,P000000413,40
AEON,P000000413,45
WELLCOME,P000000028,32.1
JASONS,P000000028,40
WELLCOME,P000003443,40
PARKNSHOP,P000003443,40
JASONS,P000003443,40
WELLCOME,P000000340,26.7
PARKNSHOP,P000000340,35.1
JASONS,P000000340,32
PARKNSHOP,P000001712,40
WELLCOME,P000000099,33
PARKNSHOP,P000000099,40
JASONS,P000000099,32.4
AEON,P000000099,45
WELLCOME,P000000678,51
PARKNSHOP,P000000678,46
JASONS,P000000678,55.4
PARKNSHOP,P000003445,40
WELLCOME,P000000414,40
PARKNSHOP,P000000414,40
JASONS,P000000414,40
AEON,P000000414,38.6
PARKNSHOP,P000001907,15.5
PARKNSHOP,P000000116,16.9
PARKNSHOP,P000000695,16.9
AEON,P000000695,17
WELLCOME,P000001981,25
PARKNSHOP,P000001981,14.2
JASONS,P000001981,21.8
AEON,P000001981,17
WELLCOME,P000001980,60
PARKNSHOP,P000001980,60
JASONS,P000001980,60
WELLCOME,P000000697,42.8
PARKNSHOP,P000000697,49.9
JASONS,P000000697,57.3
WELLCOME,P000000253,11.4
PARKNSHOP,P000000253,13.9
JASONS,P000000253,12
WELLCOME,P000002484,50
PARKNSHOP,P000002484,49.9
JASONS,P000002484,50
PARKNSHOP,P000000147,13.9
AEON,P000000147,13.9
WELLCOME,P000003239,28
PARKNSHOP,P000003239,31.9
JASONS,P000003239,33
WELLCOME,P000003874,9
JASONS,P000003874,9.5
WELLCOME,P000003871,12
JASONS,P000003871,12
WELLCOME,P000003872,12
JASONS,P000003872,12
WELLCOME,P000003873,12
JASONS,P000003873,9.8
WELLCOME,P000000237,15
PARKNSHOP,P000000237,14.9
JASONS,P000000237,11.6
